Day,Product variant SKU at time of sale,Net items sold
12/13/2025,T172060U,3
12/13/2025,TDW0910,9
12/13/2025,TDWFP029,3
12/12/2025,TDWFP015,2
12/12/2025,TDW0910,2
12/12/2025,TD523120U,1
12/12/2025,TDW2075,4
12/12/2025,TDWFP013,3
12/12/2025,TDWFP011,1
12/12/2025,TDWB021,4
12/12/2025,TDWG003,1
12/12/2025,TDWFP008,1
12/12/2025,TDWFP024,5
12/12/2025,TDWFP001,24
12/12/2025,TD266060U,1
12/12/2025,TDWFP009,1
12/12/2025,TD125030U,1
12/12/2025,TDWFP024,27
12/12/2025,TDWFP010,9
12/12/2025,T172060U,6
12/12/2025,TDWFP012,7
12/12/2025,TDWFP013,4
12/12/2025,TDWFP029,1
12/12/2025,TDWFP017,7
12/12/2025,T172060U,1
12/12/2025,TDWFP001,5
12/12/2025,TD523120U,1
12/12/2025,TDWFP019,3
12/12/2025,TDWB016,1
12/12/2025,TDWFP020,7
12/12/2025,TDWFP014,1
12/12/2025,TDWB004,1
12/12/2025,TD360060U,2
12/12/2025,TDWFP028,5
12/12/2025,TD250120U,1
12/12/2025,TD125030U,9
12/12/2025,GYGR001,1
12/12/2025,TDWFP022,2
12/12/2025,TD529060U,1
12/12/2025,TDWFP013,6
12/12/2025,TDWFP001,35
12/12/2025,TDWFP011,8
12/12/2025,TD125060U,2
12/12/2025,TD360060U,1
12/12/2025,TD525060U,1
12/12/2025,TDW4680,11
12/12/2025,TDWFP015,3
12/12/2025,TDWFP003,1
12/12/2025,TD529060U,2
12/12/2025,TD250120U,5
12/12/2025,T172060U,1
12/12/2025,TD250060U,10
12/12/2025,TDWFP028,117
12/12/2025,TDWFP003,105
12/12/2025,TDWFP002,8
12/12/2025,TDWFP016,3
12/12/2025,TD125060U,5
12/12/2025,TDWB020,12
12/12/2025,TDWFP002,35
12/12/2025,TDWFP016,11
12/12/2025,TD578060U,1
12/12/2025,TDWFP029,4
12/12/2025,TDWFP019.1,12
12/12/2025,TDW0910,7
12/12/2025,GYGR001,1
12/12/2025,TD525060U,3
12/12/2025,TDWFP010,29
12/12/2025,TDW2075,5
12/12/2025,TD578060U,1
12/12/2025,GYGR002,1
12/12/2025,TDWFP029,19
12/12/2025,TD718060U,3
12/12/2025,TDW3670,3
12/12/2025,TD524120U,2
12/12/2025,TDWFP007,12
12/12/2025,TDWC004,0
12/12/2025,TDWFP002,16
12/12/2025,TDW4680,2
12/12/2025,TD527030U,2
12/12/2025,TDWFP007,1
12/12/2025,TD527030U,8
12/12/2025,TDWFP024,2
12/12/2025,TD523120U,1
12/12/2025,TD918060U,1
12/12/2025,TDWFP006,8
12/12/2025,TDW2075,8
12/12/2025,TD266060U,1
12/12/2025,TD440060U,10
12/12/2025,TDWFP007,8
12/12/2025,TDWFP012.1,3
12/12/2025,TDWFP024,3
12/12/2025,TDWFP001,1
12/12/2025,TD250120U,1
12/12/2025,TDWFP009,1
12/12/2025,TDWFP021,1
12/12/2025,TDWFP023,5
12/12/2025,TD125030U,5
12/12/2025,TDWFP021,1
12/12/2025,TDWFP004,4
12/12/2025,TD128090U,1
12/12/2025,TD360060U,5
12/12/2025,TD440060U,2
12/12/2025,TD485060U,4
12/12/2025,TD525060U,3
12/12/2025,TD482060U,2
12/12/2025,TDW4680,2
12/12/2025,TDWFP024,1
12/12/2025,TDWFP006,2
12/12/2025,TDWFP001,1
12/12/2025,TDWFP014,6
12/12/2025,TD250060U,4
12/12/2025,TDWB002,1
12/12/2025,TDWFP008,9
12/12/2025,TDWFP022,4
12/12/2025,TD524120U,1
12/12/2025,TDWFP020,8
12/12/2025,TDW2300,5
12/12/2025,TDWFP008,5
12/12/2025,TDWFP023,1
12/12/2025,TD250120U,9
12/12/2025,TDW2300,7
12/12/2025,TDWFP011,16
12/12/2025,TDWFP019,7
12/12/2025,TDWFP021,3
12/12/2025,TDWFP028,1
12/12/2025,TDWFP003,2
12/12/2025,TDWFP018,1
12/12/2025,T172060U,2
12/12/2025,TDWFP006,2
12/12/2025,TDW4680,3
12/12/2025,TDWFP004,1
12/12/2025,TDWFP018,1
12/12/2025,TD145060U,1
12/12/2025,TDW3670,9
12/12/2025,TDWFP009,2
12/12/2025,TDWFP008,17
12/12/2025,TDWB021,1
12/12/2025,TDWFP011,6
12/12/2025,TDWFP021,10
12/12/2025,TDWB004,1
12/12/2025,TD440060U,1
12/12/2025,TDWFP015,11
12/12/2025,TDWFP018,6
12/12/2025,TDW3670,4
12/12/2025,TD718060U,1
12/12/2025,TD250060U,30
12/12/2025,TDWFP012,4
12/12/2025,TD128090U,2
12/12/2025,TDWFP003,1
12/12/2025,TDWFP029,1
12/12/2025,TDWFP010,38
12/12/2025,TDWFP029,1
12/12/2025,TDWFP010,2
12/12/2025,TD125030U,3
12/12/2025,TDWFP005,2
12/12/2025,TDWFP019,1
12/12/2025,TDW0910,3
12/11/2025,TDWFP003,2
12/11/2025,TDWFP028,2
12/11/2025,TD250120U,2
12/11/2025,TD125030U,3
12/11/2025,TDWFP009,6
12/11/2025,TDWFP010,1
12/11/2025,TDWFP020,10
12/11/2025,TDWFP023,4
12/11/2025,TDWFP019,4
12/11/2025,TD125030U,3
12/11/2025,TDWFP021,2
12/11/2025,TDWFP001,19
12/11/2025,TD523120U,2
12/11/2025,TD918060U,3
12/11/2025,TDWFP007,8
12/11/2025,TDWFP012.1,4
12/11/2025,TDWFP022,4
12/11/2025,TDWFP014,7
12/11/2025,TDWFP021,1
12/11/2025,TDWFP014,1
12/11/2025,TD250060U,7
12/11/2025,TDWB002,1
12/11/2025,TDWFP008,8
12/11/2025,TDWFP022,7
12/11/2025,TDWB006,1
12/11/2025,T172060U,2
12/11/2025,TDWFP013,4
12/11/2025,TD128090U,2
12/11/2025,TD440060U,3
12/11/2025,TD525060U,2
12/11/2025,TDWFP009,6
12/11/2025,TD266060U,1
12/11/2025,TDWFP005,-1
12/11/2025,TDWFP006,4
12/11/2025,TD578060U,1
12/11/2025,TDWFP006,1
12/11/2025,TD718060U,1
12/11/2025,TDWFP004,5
12/11/2025,TD525060U,3
12/11/2025,GYGR001,1
12/11/2025,TDW2300,2
12/11/2025,TDWFP007,9
12/11/2025,TDWFP020,2
12/11/2025,TD527030U,2
12/11/2025,TDWFP008,1
12/11/2025,TDW3670,5
12/11/2025,TDWM001,2
12/11/2025,TDW2300,3
12/11/2025,TDWFP001,2
12/11/2025,TDWFP011,19
12/11/2025,TDWFP019,6
12/11/2025,TDWFP007,1
12/11/2025,TDWFP016,2
12/11/2025,TD524120U,2
12/11/2025,TD250120U,1
12/11/2025,TDWFP015,13
12/11/2025,TDWFP011,1
12/11/2025,TDWFP005,3
12/11/2025,TDWFP019,1
12/11/2025,TDW3670,3
12/11/2025,TD578060U,3
12/11/2025,TDWFP002,19
12/11/2025,TDW4680,1
12/11/2025,TDWFP021,9
12/11/2025,TDWFP015,11
12/11/2025,TDWFP018,3
12/11/2025,TD125060U,4
12/11/2025,TDW3670,4
12/11/2025,TDWFP001,42
12/11/2025,TD360060U,5
12/11/2025,TD128090U,1
12/11/2025,TDWFP002,1
12/11/2025,TDWFP024,15
12/11/2025,TDWFP010,9
12/11/2025,TDWFP012,4
12/11/2025,TDWFP004,3
12/11/2025,TDWFP017,2
12/11/2025,TDW3670,1
12/11/2025,T172060U,3
12/11/2025,GYGR002,1
12/11/2025,TDWFP015,3
12/11/2025,TDW0910,1
12/11/2025,TD125060U,2
12/11/2025,TDW2075,2
12/11/2025,TD482060U,1
12/11/2025,TDWFP013,3
12/11/2025,TDWFP011,4
12/11/2025,TDWB021,4
12/11/2025,TDWFP024,3
12/11/2025,TD760030U,1
12/11/2025,TDWFP004,1
12/11/2025,TD440060U,16
12/11/2025,TDWFP006,4
12/11/2025,TDW2075,11
12/11/2025,TD125060U,5
12/11/2025,TDWFP024,1
12/11/2025,TDWFP013,12
12/11/2025,TDWFP001,9
12/11/2025,TD523120U,1
12/11/2025,TD360060U,2
12/11/2025,TDWFP012,1
12/11/2025,TDWFP024,2
12/11/2025,TD250060U,33
12/11/2025,TDWFP012,4
12/11/2025,TDWB020,11
12/11/2025,TDWFP008,15
12/11/2025,TDWFP016,7
12/11/2025,TDWFP029,7
12/11/2025,TDWFP019.1,10
12/11/2025,TDW0910,6
12/11/2025,TDWFP011,10
12/11/2025,TD125060U,4
12/11/2025,TDWFP029,5
12/11/2025,TDWFP010,40
12/11/2025,TDW4680,10
12/11/2025,TD482060U,4
12/11/2025,TD250120U,3
12/11/2025,TDW0910,3
12/11/2025,T172060U,3
12/11/2025,TD250060U,11
12/11/2025,TDWFP028,77
12/11/2025,TDWFP003,101
12/11/2025,TDWFP002,3
12/11/2025,TD250120U,13
12/11/2025,TD524120U,1
12/11/2025,TDWG002,1
12/11/2025,TD145060U,1
12/11/2025,TDW2300,4
12/11/2025,TDWB003,1
12/11/2025,TDW4680,3
12/11/2025,TDWFP002,26
12/11/2025,TD145060U,2
12/11/2025,TDW4680,2
12/11/2025,TDWFP010,44
12/11/2025,TDW2075,2
12/11/2025,TDWFP018,1
12/11/2025,TDWFP021,4
12/11/2025,TDWFP003,2
12/11/2025,TD918060U,1
12/11/2025,TDWFP029,25
12/10/2025,TDWFP004,2
12/10/2025,TD529060U,1
12/10/2025,TD250120U,7
12/10/2025,TDWFP013,2
12/10/2025,TD524120U,1
12/10/2025,TDW2300,3
12/10/2025,TD485060U,1
12/10/2025,TDWFP001,7
12/10/2025,TDW4680,2
12/10/2025,TDWFP011,3
12/10/2025,TDWFP021,4
12/10/2025,TDWFP003,4
12/10/2025,GYGR001,1
12/10/2025,TDWFP012,1
12/10/2025,TD266060U,5
12/10/2025,TDWFP001,25
12/10/2025,TD250060U,29
12/10/2025,TDWFP012,1
12/10/2025,TDWFP010,8
12/10/2025,TDWFP011,8
12/10/2025,TDWFP024,14
12/10/2025,TDWFP017,19
12/10/2025,TDWFP012,4
12/10/2025,TDWFP008,19
12/10/2025,TDWFP015,5
12/10/2025,TDW0910,1
12/10/2025,TDW0910,1
12/10/2025,TDWFP010,23
12/10/2025,TD482060U,0
12/10/2025,TDW2075,4
12/10/2025,TDWFP029,2
12/10/2025,TDWB021,5
12/10/2025,TDWG003,1
12/10/2025,TDWFP013,1
12/10/2025,TD760030U,1
12/10/2025,TDWT001,2
12/10/2025,TDWFP024,3
12/10/2025,TD524120U,1
12/10/2025,TDWFP015,1
12/10/2025,TDWFP024,3
12/10/2025,TDWFP006,11
12/10/2025,TDW2075,10
12/10/2025,TDWG002,1
12/10/2025,TD440060U,11
12/10/2025,TD527030U,2
12/10/2025,TDW4680,3
12/10/2025,TDWFP002,13
12/10/2025,TDWFP010,43
12/10/2025,TDW2075,1
12/10/2025,TDW2075,3
12/10/2025,TD578060U,3
12/10/2025,TDWFP029,22
12/10/2025,TD128090U,1
12/10/2025,TD360060U,1
12/10/2025,TDWFP004,2
12/10/2025,TDWFP016,7
12/10/2025,TDW3670,1
12/10/2025,GYGR002,1
12/10/2025,TDW4680,1
12/10/2025,TDWB020,15
12/10/2025,TDWFP019.1,9
12/10/2025,TDW0910,1
12/10/2025,TDWFP029,8
12/10/2025,TDW4680,9
12/10/2025,TD125060U,3
12/10/2025,TD360060U,1
12/10/2025,TD250060U,8
12/10/2025,TD250120U,3
12/10/2025,T172060U,2
12/10/2025,TDWFP003,168
12/10/2025,TDWFP028,76
12/10/2025,TDWFP002,4
12/10/2025,TDWFP016,4
12/10/2025,TD250060U,2
12/10/2025,TDWFP014,1
12/10/2025,TD250060U,3
12/10/2025,TDWFP020,1
12/10/2025,TDWFP011,7
12/10/2025,TDWFP022,5
12/10/2025,TDWFP008,10
12/10/2025,TD524120U,2
12/10/2025,TDWFP015,2
12/10/2025,TDWFP002,25
12/10/2025,TD578060U,1
12/10/2025,TD125060U,1
12/10/2025,TDWFP020,2
12/10/2025,TD440060U,3
12/10/2025,TDWFP006,5
12/10/2025,TD482060U,1
12/10/2025,TDWB019,1
12/10/2025,TD718060U,4
12/10/2025,TD527030U,1
12/10/2025,TD250120U,4
12/10/2025,TDWFP009,10
12/10/2025,TD485060U,2
12/10/2025,TDWFP021,3
12/10/2025,TD125030U,3
12/10/2025,TD523120U,1
12/10/2025,TD527030U,3
12/10/2025,TDWFP007,16
12/10/2025,TD266060U,2
12/10/2025,TDWFP007,8
12/10/2025,TDWFP002,1
12/10/2025,TD145060U,1
12/10/2025,TDWFP022,2
12/10/2025,TDW3670,0
12/10/2025,TDWFP012.1,5
12/10/2025,TDWFP029,1
12/10/2025,TD523120U,2
12/10/2025,TDWC007,1
12/10/2025,TD718060U,1
12/10/2025,TDWFP019,1
12/10/2025,TD125030U,1
12/10/2025,TDWFP013,5
12/10/2025,TDW3670,1
12/10/2025,TD440060U,1
12/10/2025,T172060U,2
12/10/2025,TDWFP021,5
12/10/2025,TDWFP005,1
12/10/2025,TDWFP015,21
12/10/2025,TD578060U,1
12/10/2025,TDWFP011,1
12/10/2025,TDWFP018,5
12/10/2025,TDWFP009,1
12/10/2025,TD266060U,1
12/10/2025,TDWFP005,1
12/10/2025,TDWFP014,1
12/10/2025,TD125030U,8
12/10/2025,TD635060U,1
12/10/2025,TDWFP001,1
12/10/2025,TDWFP002,1
12/10/2025,TD578060U,1
12/10/2025,TDWC006,1
12/10/2025,TDWB004,-1
12/10/2025,TDWFP028,2
12/10/2025,TDWFP004,1
12/10/2025,TDWFP018,1
12/10/2025,TDWFP019,3
12/10/2025,TDWFP020,3
12/10/2025,TD918060U,1
12/10/2025,TDWFP020,1
12/10/2025,TDWFP001,25
12/10/2025,TDWFP008,2
12/10/2025,TDWFP022,4
12/10/2025,TDWM001,1
12/10/2025,TDW2300,1
12/10/2025,TDWFP011,10
12/10/2025,TDWFP019,5
12/9/2025,TD125030U,5
12/9/2025,TDWFP021,2
12/9/2025,TDWFP009,1
12/9/2025,TDWFP002,29
12/9/2025,TDWFP023,2
12/9/2025,TD125060U,3
12/9/2025,TDWFP007,1
12/9/2025,TD527030U,2
12/9/2025,TDWFP012.1,2
12/9/2025,TD266060U,2
12/9/2025,TDWFP007,11
12/9/2025,TD918060U,1
12/9/2025,TDWFP003,1
12/9/2025,TDWFP015,4
12/9/2025,TD524120U,1
12/9/2025,TDWFP011,6
12/9/2025,TDWFP008,10
12/9/2025,TDWM002,1
12/9/2025,TD527030U,4
12/9/2025,TDWFP022,9
12/9/2025,TD524120U,1
12/9/2025,TDWFP007,9
12/9/2025,TDWFP002,2
12/9/2025,TD250060U,4
12/9/2025,TDW3670,3
12/9/2025,TDWFP014,5
12/9/2025,TDWB019,1
12/9/2025,TD482060U,5
12/9/2025,TD760030U,1
12/9/2025,TD718060U,2
12/9/2025,TDWFP006,12
12/9/2025,TD128090U,1
12/9/2025,TD440060U,1
12/9/2025,TDWFP023,1
12/9/2025,TD525060U,3
12/9/2025,TD527030U,1
12/9/2025,TD525060U,2
12/9/2025,TDWFP013,3
12/9/2025,T172060U,3
12/9/2025,TDWFP006,1
12/9/2025,TDWG001,1
12/9/2025,TDWFP005,1
12/9/2025,TDWFP009,3
12/9/2025,TDWFP011,26
12/9/2025,TDWFP019,4
12/9/2025,TDW2300,2
12/9/2025,TDWM001,3
12/9/2025,TDWFP008,2
12/9/2025,TD125030U,1
12/9/2025,TD918060U,2
12/9/2025,TDWFP019,1
12/9/2025,TDWFP005,4
12/9/2025,TDWFP001,23
12/9/2025,TDWFP022,1
12/9/2025,TD128090U,1
12/9/2025,TDWFP002.1,-1
12/9/2025,TD718060U,1
12/9/2025,TDW3670,2
12/9/2025,TD125030U,9
12/9/2025,TDWFP015,21
12/9/2025,TDWB004,1
12/9/2025,TDWFP018,3
12/9/2025,TDWFP021,9
12/9/2025,TDW3670,7
12/9/2025,TDWFP020,1
12/9/2025,TDWFP008,1
12/9/2025,TDWFP019,4
12/9/2025,TDWFP012,2
12/9/2025,TDWFP017,6
12/9/2025,TDWFP024,24
12/9/2025,TD145060U,2
12/9/2025,TDWFP010,7
12/9/2025,TDW4680,4
12/9/2025,TDWFP001,2
12/9/2025,TDWFP001,26
12/9/2025,TD266060U,7
12/9/2025,TDWFP003,1
12/9/2025,TDWFP021,3
12/9/2025,TDWFP024,2
12/9/2025,TD760030U,2
12/9/2025,TDWFP013,3
12/9/2025,TDWG003,1
12/9/2025,TDWB021,2
12/9/2025,TD250120U,5
12/9/2025,TDWFP023,2
12/9/2025,TD482060U,2
12/9/2025,TDW2075,2
12/9/2025,TDWFP015,2
12/9/2025,TDW0910,1
12/9/2025,TDW0910,5
12/9/2025,TDWFP013,5
12/9/2025,TDWFP029,2
12/9/2025,TD482060U,2
12/9/2025,TDWFP010,38
12/9/2025,TDWFP004,2
12/9/2025,TDWFP012,2
12/9/2025,TDWFP011,1
12/9/2025,TD250060U,43
12/9/2025,TDWFP011,4
12/9/2025,TDWFP008,10
12/9/2025,TDWFP001,8
12/9/2025,TD523120U,1
12/9/2025,TD485060U,1
12/9/2025,TDWFP029,7
12/9/2025,TDWFP019.1,4
12/9/2025,TDW0910,10
12/9/2025,TDWB020,15
12/9/2025,TDWFP016,1
12/9/2025,TDWFP004,1
12/9/2025,GYGR001,2
12/9/2025,TDWFP024,7
12/9/2025,TDWFP002,5
12/9/2025,TD440060U,6
12/9/2025,TDWFP028,123
12/9/2025,TDW2075,3
12/9/2025,TDWFP003,199
12/9/2025,TDWFP006,8
12/9/2025,TD250120U,6
12/9/2025,T172060U,3
12/9/2025,TD250060U,10
12/9/2025,TD125060U,2
12/9/2025,TDW4680,12
12/9/2025,TDWC011,1
12/9/2025,TDWB003,2
12/9/2025,TDWFP002,14
12/9/2025,TDW4680,1
12/9/2025,TD527030U,3
12/9/2025,TDWFP019.1,1
12/9/2025,TDWG002,1
12/9/2025,TDWFP003,1
12/9/2025,TD250060U,2
12/9/2025,TDWB003,1
12/9/2025,TDWFP029,26
12/9/2025,TD360060U,5
12/9/2025,TDW2075,3
12/9/2025,TD559060U,1
12/9/2025,TDWFP004,2
12/9/2025,TD635060U,1
12/9/2025,TDWFP010,39
12/8/2025,TD250120U,1
12/8/2025,TDWFP013,5
12/8/2025,TDWFP001,2
12/8/2025,TD529060U,1
12/8/2025,TDWFP004,5
12/8/2025,TD485060U,1
12/8/2025,TD360060U,2
12/8/2025,TDWFP012,2
12/8/2025,TD360060U,2
12/8/2025,TD128090U,1
12/8/2025,TDWM001,4
12/8/2025,TDW4680,2
12/8/2025,TDWFP004,4
12/8/2025,TDWFP001,10
12/8/2025,TD523120U,1
12/8/2025,TDWFP017,2
12/8/2025,T172060U,1
12/8/2025,TDWFP012,6
12/8/2025,TDWFP010,7
12/8/2025,TD440060U,1
12/8/2025,TDWFP024,22
12/8/2025,TD266060U,1
12/8/2025,TDWFP001,21
12/8/2025,TDW2075,11
12/8/2025,TD760030U,1
12/8/2025,TDWFP006,9
12/8/2025,TD440060U,5
12/8/2025,TDWFP024,2
12/8/2025,TDWB021,2
12/8/2025,TDWG003,3
12/8/2025,TDWFP024,1
12/8/2025,TDWFP024,5
12/8/2025,TDWFP013,1
12/8/2025,TDWFP011,2
12/8/2025,TDW2075,6
12/8/2025,TDWFP013,1
12/8/2025,TDWFP015,4
12/8/2025,TDW0910,3
12/8/2025,TD482060U,4
12/8/2025,TDWFP010,29
12/8/2025,TDWFP002,20
12/8/2025,TDWFP029,1
12/8/2025,TDW4680,3
12/8/2025,TD527030U,1
12/8/2025,TDW0910,4
12/8/2025,TDWG002,1
12/8/2025,TD524120U,2
12/8/2025,TD527030U,1
12/8/2025,TDWFP029,27
12/8/2025,TDWT003,1
12/8/2025,TD578060U,3
12/8/2025,TDWFP012,6
12/8/2025,TD250060U,34
12/8/2025,TDWFP008,23
12/8/2025,TDW2075,2
12/8/2025,TDWFP011,3
12/8/2025,TDWFP010,24
12/8/2025,TDWFP019.1,1
12/8/2025,TDW4680,5
12/8/2025,TDW0910,6
12/8/2025,TDWFP029,3
12/8/2025,TDWFP016,5
12/8/2025,TDWB020,16
12/8/2025,TDWFP003,1
12/8/2025,TDWFP021,2
12/8/2025,TDWFP003,3
12/8/2025,TD250120U,6
12/8/2025,TDWFP002,12
12/8/2025,TDWFP003,137
12/8/2025,TDWFP028,112
12/8/2025,TD250060U,10
12/8/2025,TD125060U,2
12/8/2025,TD250120U,5
12/8/2025,TDW2300,7
12/8/2025,T172060U,1
12/8/2025,TDW4680,9
12/8/2025,TD125060U,2
12/8/2025,TDWFP023,2
12/8/2025,TD360060U,1
12/8/2025,TDWFP022,6
12/8/2025,TDWFP008,10
12/8/2025,TDWFP001,26
12/8/2025,TD918060U,1
12/8/2025,TD250060U,4
12/8/2025,TDWFP022,4
12/8/2025,TDWFP014,2
12/8/2025,TDWFP006,4
12/8/2025,TDWFP028,1
12/8/2025,TD482060U,1
12/8/2025,TD125030U,14
12/8/2025,TD525060U,3
12/8/2025,TD128090U,1
12/8/2025,TD440060U,2
12/8/2025,TDWFP016,1
12/8/2025,TDWFP019,3
12/8/2025,TDWFP020,8
12/8/2025,TDWFP021,1
12/8/2025,TD125030U,4
12/8/2025,T172060U,3
12/8/2025,TDWFP023,2
12/8/2025,TDWFP013,25
12/8/2025,TDWFP009,2
12/8/2025,TD250120U,1
12/8/2025,TDWFP009,5
12/8/2025,TDWFP022,1
12/8/2025,TDWFP022,3
12/8/2025,TDWFP007,7
12/8/2025,TDWFP017,4
12/8/2025,TD918060U,1
12/8/2025,TD523120U,1
12/8/2025,TD523120U,1
12/8/2025,TDWFP019,3
12/8/2025,TDWFP005,1
12/8/2025,TDWFP007,14
12/8/2025,TD125030U,3
12/8/2025,TDWFP010,1
12/8/2025,TDWC007,1
12/8/2025,GYGR002,2
12/8/2025,TD527030U,5
12/8/2025,TDW3670,5
12/8/2025,TD718060U,2
12/8/2025,TD360060U,1
12/8/2025,TDWFP015,23
12/8/2025,TD718060U,2
12/8/2025,TDWFP018,3
12/8/2025,GYGR001,1
12/8/2025,TD525060U,1
12/8/2025,TD440060U,3
12/8/2025,TDWFP021,6
12/8/2025,TDW3670,7
12/8/2025,TDWB004,1
12/8/2025,TDWFP002,20
12/8/2025,TDW2300,1
12/8/2025,TD578060U,1
12/8/2025,TDWFP018,2
12/8/2025,TD559060U,1
12/8/2025,TDWG001,1
12/8/2025,TDWFP003,5
12/8/2025,TD125060U,5
12/8/2025,TDWFP011,1
12/8/2025,TDWFP011,7
12/8/2025,TDWFP019,12
12/8/2025,TDW2300,2
12/8/2025,TDWM001,7
12/8/2025,TDWFP011,3
12/8/2025,TDWFP015,9
12/8/2025,TD524120U,3
12/8/2025,TDWFP008,1
12/8/2025,TDWFP008,1
12/8/2025,TDWFP020,1
12/7/2025,TDWFP006,5
12/7/2025,TD482060U,2
12/7/2025,TD525060U,1
12/7/2025,TDWFP006,1
12/7/2025,TDWFP022,5
12/7/2025,TDWFP008,10
12/7/2025,TDW2300,1
12/7/2025,TDWFP020,1
12/7/2025,TD440060U,6
12/7/2025,TDW2075,9
12/7/2025,TDWFP006,8
12/7/2025,TD250060U,6
12/7/2025,TDWFP024,5
12/7/2025,TDWFP014,2
12/7/2025,TDWFP022,3
12/7/2025,TD360060U,2
12/7/2025,TDW4682,5
12/7/2025,TDWFP007,3
12/7/2025,TD918060U,2
12/7/2025,TDWFP021,1
12/7/2025,TD125030U,2
12/7/2025,TDWFP023,3
12/7/2025,TD485060U,1
12/7/2025,TDWFP004,2
12/7/2025,TD250120U,3
12/7/2025,TD360060U,5
12/7/2025,TD128090U,1
12/7/2025,TD527030U,1
12/7/2025,TDWFP003,3
12/7/2025,TD718060U,7
12/7/2025,TDWFP015,11
12/7/2025,TDWFP018,1
12/7/2025,TD440060U,2
12/7/2025,TDWFP021,10
12/7/2025,TDW4680,5
12/7/2025,TDW3670,2
12/7/2025,TDWFP016,2
12/7/2025,TDWFP019,3
12/7/2025,TDWFP005,2
12/7/2025,TDW2300,10
12/7/2025,TD125030U,3
12/7/2025,TD250120U,12
12/7/2025,TDWFP007,2
12/7/2025,TD128090U,3
12/7/2025,TDWFP011,8
12/7/2025,TDWFP019,2
12/7/2025,TDWFP018,1
12/7/2025,TDWM001,1
12/7/2025,TDW2300,2
12/7/2025,TDWFP029,1
12/7/2025,TDWFP010,41
12/7/2025,TD482060U,1
12/7/2025,TDWFP008,3
12/7/2025,TDW0910,4
12/7/2025,TDW2300,1
12/7/2025,TDWFP020,1
12/7/2025,TDWFP008,11
12/7/2025,TDWFP018,2
12/7/2025,TDWFP011,4
12/7/2025,TDWFP029,1
12/7/2025,TDWFP006,1
12/7/2025,TDWFP012,3
12/7/2025,TD250060U,31
12/7/2025,TDWFP012,2
12/7/2025,TDWFP005,3
12/7/2025,TDWFP009,2
12/7/2025,TD360060U,4
12/7/2025,T172060U,4
12/7/2025,TDWFP001,8
12/7/2025,TDWFP013,2
12/7/2025,TD523120U,2
12/7/2025,TDWFP013,3
12/7/2025,TD529060U,1
12/7/2025,TD125060U,1
12/7/2025,TDWFP004,2
12/7/2025,TDWFP024,2
12/7/2025,TDWG003,1
12/7/2025,TDWB021,4
12/7/2025,TDWFP013,1
12/7/2025,TDWFP022,6
12/7/2025,TD482060U,1
12/7/2025,TDWFP001,20
12/7/2025,TDWFP015,4
12/7/2025,TDW0910,1
12/7/2025,TDWFP020,7
12/7/2025,T172060U,1
12/7/2025,TDWFP019,2
12/7/2025,TDWFP012,3
12/7/2025,TDWFP010,7
12/7/2025,TDWFP024,24
12/7/2025,T172060U,1
12/7/2025,TD125030U,6
12/7/2025,TDWFP001,38
12/7/2025,TDWFP029,15
12/7/2025,TD125060U,4
12/7/2025,TDWT003,1
12/7/2025,TD578060U,1
12/7/2025,TDWFP002,22
12/7/2025,TDW2075,1
12/7/2025,TDWFP010,24
12/7/2025,TD524120U,1
12/7/2025,TDWFP015,7
12/7/2025,TDWFP011,9
12/7/2025,TD527030U,3
12/7/2025,TDW4680,1
12/7/2025,TDWFP002,15
12/7/2025,TDW3670,1
12/7/2025,TDWFP002,4
12/7/2025,TDWFP003,111
12/7/2025,TDWFP028,60
12/7/2025,TDWFP007,13
12/7/2025,TD250060U,16
12/7/2025,TD250120U,5
12/7/2025,T172060U,1
12/7/2025,TD527030U,4
12/7/2025,TDW4680,4
12/7/2025,TD125060U,1
12/7/2025,TD525060U,1
12/7/2025,TD360060U,1
12/7/2025,TDW0910,2
12/7/2025,TD525060U,3
12/7/2025,TD250120U,1
12/7/2025,TDWFP029,4
12/7/2025,TDWFP016,2
12/7/2025,TDWB020,5
12/7/2025,TDWFP001,1
12/7/2025,TD760030U,1
12/7/2025,TD718060U,2
12/6/2025,TDWT001,1
12/6/2025,TDWFP024,2
12/6/2025,TDWFP011,3
12/6/2025,TDW3670,1
12/6/2025,TD527030U,6
12/6/2025,TDW2075,2
12/6/2025,TDWFP007,13
12/6/2025,TDWFP012,5
12/6/2025,T172060U,1
12/6/2025,TDWFP024,18
12/6/2025,TDWFP010,3
12/6/2025,TDWFP003,1
12/6/2025,TD718060U,2
12/6/2025,TD250060U,2
12/6/2025,TDWFP001,37
12/6/2025,TD266060U,2
12/6/2025,TDWFP012,2
12/6/2025,TD125060U,3
12/6/2025,TD360060U,3
12/6/2025,TD559060U,1
12/6/2025,TDWFP001,7
12/6/2025,TDWFP002,11
12/6/2025,TD523120U,1
12/6/2025,TD578060U,2
12/6/2025,TDWB008,1
12/6/2025,TDWFP013,6
12/6/2025,TDWFP011,1
12/6/2025,TD524120U,1
12/6/2025,TDWFP015,5
12/6/2025,TD125060U,1
12/6/2025,TD529060U,1
12/6/2025,TDWFP004,2
12/6/2025,TDWFP022,2
12/6/2025,TDWFP002,3
12/6/2025,TDWB014,1
12/6/2025,TDWFP028,48
12/6/2025,TDWFP003,85
12/6/2025,TDWFP024,1
