,Day,SKU,Sold,Price,Cost,Status
506,2025-12-16,TDWFP007,17,49.93,7.79,1
507,2025-12-16,TDWFP003,89,32.46,9.59,1
508,2025-12-16,TDWFP002,41,33.86,23.15,1
509,2025-12-16,TDWFP015,26,47.34,39.14,1
510,2025-12-16,TDWFP006,17,14.39,9.52,1
511,2025-12-16,TDWFP019,7,10.87,2.22,1
512,2025-12-16,TDWFP008,33,45.39,12.37,1
513,2025-12-16,TD440060U,16,31.56,29.85,1
514,2025-12-16,TDW2300,2,12.9,9.83,1
515,2025-12-16,TDWFP022,13,43.51,7.48,1
516,2025-12-16,TDWFP010,73,43.28,30.23,1
517,2025-12-16,TDW4680,16,33.04,1.56,1
518,2025-12-16,TDWFP011,19,25.3,14.13,1
519,2025-12-16,TDWFP023,4,13.26,7.89,1
520,2025-12-16,TD360060U,7,49.93,25.28,1
521,2025-12-16,TDW0910,11,49.86,13.92,1
522,2025-12-16,TDWFP021,8,38.1,8.81,1
523,2025-12-16,T172060U,7,17.61,7.17,1
524,2025-12-16,TD125030U,14,13.26,3.48,1
525,2025-12-16,TD527030U,7,19.57,10.02,1
526,2025-12-15,TDWFP006,14,14.39,9.52,1
527,2025-12-15,TDWFP015,20,47.34,39.14,1
528,2025-12-15,TDWFP021,14,38.1,8.81,1
529,2025-12-15,TDWFP011,28,25.3,14.13,1
530,2025-12-15,TDW4680,17,33.04,1.56,1
531,2025-12-15,TDWFP019,15,10.87,2.22,1
532,2025-12-15,TDW2075,16,18.98,4.13,1
533,2025-12-15,TDWFP009,3,11.95,5.79,1
534,2025-12-15,TD250120U,7,43.48,34.45,1
535,2025-12-15,TDWFP007,24,49.93,7.79,1
536,2025-12-15,TDWFP010,69,43.28,30.23,1
537,2025-12-15,TD125060U,2,49.75,43.82,1
538,2025-12-15,TDWFP008,34,45.39,12.37,1
539,2025-12-15,TDWFP001,55,43.92,11.16,1
540,2025-12-15,TDWFP024,27,17.18,1.27,1
541,2025-12-15,TDW3670,9,18.07,15.4,1
542,2025-12-15,TDWFP014,3,35.79,22.5,1
543,2025-12-15,TD360060U,7,49.93,25.28,1
544,2025-12-15,TDWFP022,10,43.51,7.48,1
545,2025-12-15,TD440060U,13,31.56,29.85,1
546,2025-12-15,TD527030U,6,19.57,10.02,1
547,2025-12-15,TDWFP012,7,42.57,32.61,1
548,2025-12-15,TDWFP004,4,46.44,37.04,1
549,2025-12-15,TDWFP020,6,48.09,28.37,1
550,2025-12-15,TDWFP023,2,13.26,7.89,1
551,2025-12-15,TDW0910,19,49.86,13.92,1
552,2025-12-15,TDWFP002,49,33.86,23.15,1
553,2025-12-15,TD250060U,42,49.94,29.87,1
554,2025-12-15,TD125030U,15,13.26,3.48,1
555,2025-12-15,T172060U,8,17.61,7.17,1
556,2025-12-15,TDWFP003,106,32.46,9.59,1
557,2025-12-15,TDW2300,8,12.9,9.83,1
558,2025-12-15,TDWFP016,5,22.8,20.75,1
559,2025-12-14,TDWFP016,6,22.8,20.75,1
560,2025-12-14,TD125030U,14,13.26,3.48,1
561,2025-12-14,TDW2300,10,12.9,9.83,1
562,2025-12-14,TD125060U,7,49.75,43.82,1
563,2025-12-14,TDW0910,12,49.86,13.92,1
564,2025-12-14,TDWFP022,11,43.51,7.48,1
565,2025-12-14,TD440060U,15,31.56,29.85,1
566,2025-12-14,TD250120U,22,43.48,34.45,1
567,2025-12-14,TDWFP004,15,46.44,37.04,1
568,2025-12-14,T172060U,11,17.61,7.17,1
569,2025-12-14,TDWFP014,7,35.79,22.5,1
570,2025-12-14,TDWFP007,14,49.93,7.79,1
571,2025-12-14,TDWFP001,71,43.92,11.16,1
572,2025-12-14,TDWFP008,27,45.39,12.37,1
573,2025-12-14,TDWFP024,47,17.18,1.27,1
574,2025-12-14,TDW3670,11,18.07,15.4,1
575,2025-12-14,TD250060U,50,49.94,29.87,1
576,2025-12-14,TDWFP021,13,38.1,8.81,1
577,2025-12-14,TDWFP011,26,25.3,14.13,1
578,2025-12-14,TDWFP019,9,10.87,2.22,1
579,2025-12-14,TDWFP006,23,14.39,9.52,1
580,2025-12-14,TDWFP002,43,33.86,23.15,1
581,2025-12-14,TD360060U,9,49.93,25.28,1
582,2025-12-14,TDWFP023,5,13.26,7.89,1
583,2025-12-14,TDWFP003,97,32.46,9.59,1
584,2025-12-14,TDW4680,13,33.04,1.56,1
585,2025-12-14,TDWFP020,10,48.09,28.37,1
586,2025-12-14,TDWFP009,7,11.95,5.79,1
587,2025-12-14,TDWFP012,8,42.57,32.61,1
588,2025-12-14,TD527030U,15,19.57,10.02,1
589,2025-12-14,TDWFP015,67,47.34,39.14,1
590,2025-12-14,TDWFP010,84,43.28,30.23,1
591,2025-12-14,TDW2075,22,18.98,4.13,1
592,2025-12-13,TDW4680,10,33.04,1.56,1
593,2025-12-13,TD440060U,19,31.56,29.85,1
594,2025-12-13,TDW2075,14,18.98,4.13,1
595,2025-12-13,TDWFP011,21,25.3,14.13,1
596,2025-12-13,TDWFP016,5,22.8,20.75,1
597,2025-12-13,TDWFP010,81,43.28,30.23,1
598,2025-12-13,TDWFP021,17,38.1,8.81,1
599,2025-12-13,TD360060U,7,49.93,25.28,1
600,2025-12-13,TDWFP008,24,45.39,12.37,1
601,2025-12-13,TDWFP002,42,33.86,23.15,1
602,2025-12-13,TDWFP014,2,35.79,22.5,1
603,2025-12-13,TD125030U,16,13.26,3.48,1
604,2025-12-13,TDWFP023,2,13.26,7.89,1
605,2025-12-13,TDWFP022,14,43.51,7.48,1
606,2025-12-13,TD527030U,10,19.57,10.02,1
607,2025-12-13,TD250060U,52,49.94,29.87,1
608,2025-12-13,TDW2300,5,12.9,9.83,1
609,2025-12-13,TDW3670,14,18.07,15.4,1
610,2025-12-13,TDWFP003,80,32.46,9.59,1
611,2025-12-13,TD250120U,6,43.48,34.45,1
612,2025-12-13,TDWFP007,15,49.93,7.79,1
613,2025-12-13,TDWFP015,22,47.34,39.14,1
614,2025-12-13,T172060U,5,17.61,7.17,1
615,2025-12-13,TDWFP004,7,46.44,37.04,1
616,2025-12-13,TDWFP001,49,43.92,11.16,1
617,2025-12-13,TDWFP009,7,11.95,5.79,1
618,2025-12-13,TDWFP024,37,17.18,1.27,1
619,2025-12-13,TDWFP006,12,14.39,9.52,1
620,2025-12-13,TDW0910,17,49.86,13.92,1
621,2025-12-13,TDWFP012,9,42.57,32.61,1
622,2025-12-13,TD125060U,4,49.75,43.82,1
623,2025-12-13,TDWFP020,8,48.09,28.37,1
624,2025-12-13,TDWFP019,15,10.87,2.22,1
625,2025-12-12,TDWFP021,15,38.1,8.81,1
626,2025-12-12,TDWFP020,15,48.09,28.37,1
627,2025-12-12,TDWFP010,78,43.28,30.23,1
628,2025-12-12,TDWFP015,16,47.34,39.14,1
629,2025-12-12,TDWFP023,6,13.26,7.89,1
630,2025-12-12,TD250060U,44,49.94,29.87,1
631,2025-12-12,TDWFP011,31,25.3,14.13,1
632,2025-12-12,T172060U,10,17.61,7.17,1
633,2025-12-12,TDWFP009,4,11.95,5.79,1
634,2025-12-12,TDWFP014,7,35.79,22.5,1
635,2025-12-12,TDWFP003,109,32.46,9.59,1
636,2025-12-12,TDWFP019,11,10.87,2.22,1
637,2025-12-12,TDW3670,16,18.07,15.4,1
638,2025-12-12,TD527030U,10,19.57,10.02,1
639,2025-12-12,TDWFP006,12,14.39,9.52,1
640,2025-12-12,TDWFP012,11,42.57,32.61,1
641,2025-12-12,TDW0910,12,49.86,13.92,1
642,2025-12-12,TDWFP002,59,33.86,23.15,1
643,2025-12-12,TDWFP008,32,45.39,12.37,1
644,2025-12-12,TDW2300,12,12.9,9.83,1
645,2025-12-12,TD360060U,8,49.93,25.28,1
646,2025-12-12,TD440060U,13,31.56,29.85,1
647,2025-12-12,TDWFP016,14,22.8,20.75,1
648,2025-12-12,TDW4680,18,33.04,1.56,1
649,2025-12-12,TDWFP022,6,43.51,7.48,1
650,2025-12-12,TDWFP001,66,43.92,11.16,1
651,2025-12-12,TDWFP007,21,49.93,7.79,1
652,2025-12-12,TDWFP004,5,46.44,37.04,1
653,2025-12-12,TD125030U,18,13.26,3.48,1
654,2025-12-12,TDWFP024,38,17.18,1.27,1
655,2025-12-12,TD125060U,7,49.75,43.82,1
656,2025-12-12,TDW2075,17,18.98,4.13,1
657,2025-12-12,TD250120U,16,43.48,34.45,1
658,2025-12-11,TD125060U,15,49.75,43.82,1
659,2025-12-11,TD360060U,7,49.93,25.28,1
660,2025-12-11,TDW4680,16,33.04,1.56,1
661,2025-12-11,TD250060U,51,49.94,29.87,1
662,2025-12-11,TDWFP011,34,25.3,14.13,1
663,2025-12-11,TD250120U,19,43.48,34.45,1
664,2025-12-11,TDWFP006,9,14.39,9.52,1
665,2025-12-11,TDWFP023,4,13.26,7.89,1
666,2025-12-11,TDWFP022,11,43.51,7.48,1
667,2025-12-11,TDWFP004,9,46.44,37.04,1
668,2025-12-11,TDW2300,9,12.9,9.83,1
669,2025-12-11,TDWFP024,21,17.18,1.27,1
670,2025-12-11,TD527030U,2,19.57,10.02,1
671,2025-12-11,TDWFP015,27,47.34,39.14,1
672,2025-12-11,TDWFP002,49,33.86,23.15,1
673,2025-12-11,TDWFP012,9,42.57,32.61,1
674,2025-12-11,TDW2075,15,18.98,4.13,1
675,2025-12-11,TD440060U,19,31.56,29.85,1
676,2025-12-11,TDWFP007,18,49.93,7.79,1
677,2025-12-11,TDWFP020,12,48.09,28.37,1
678,2025-12-11,TDWFP003,105,32.46,9.59,1
679,2025-12-11,TDWFP019,11,10.87,2.22,1
680,2025-12-11,T172060U,8,17.61,7.17,1
681,2025-12-11,TDWFP008,24,45.39,12.37,1
682,2025-12-11,TD125030U,6,13.26,3.48,1
683,2025-12-11,TDWFP016,9,22.8,20.75,1
684,2025-12-11,TDWFP001,72,43.92,11.16,1
685,2025-12-11,TDWFP009,12,11.95,5.79,1
686,2025-12-11,TDWFP010,94,43.28,30.23,1
687,2025-12-11,TDWFP014,8,35.79,22.5,1
688,2025-12-11,TDWFP021,16,38.1,8.81,1
689,2025-12-11,TDW0910,10,49.86,13.92,1
690,2025-12-11,TDW3670,13,18.07,15.4,1
691,2025-12-10,TDWFP006,16,14.39,9.52,1
692,2025-12-10,TD125060U,4,49.75,43.82,1
693,2025-12-10,T172060U,4,17.61,7.17,1
694,2025-12-10,TDWFP019,9,10.87,2.22,1
695,2025-12-10,TDWFP020,7,48.09,28.37,1
696,2025-12-10,TDWFP011,29,25.3,14.13,1
697,2025-12-10,TD360060U,2,49.93,25.28,1
698,2025-12-10,TDWFP004,5,46.44,37.04,1
699,2025-12-10,TD250120U,14,43.48,34.45,1
700,2025-12-10,TDWFP003,172,32.46,9.59,1
701,2025-12-10,TDWFP002,44,33.86,23.15,1
702,2025-12-10,TDW2300,4,12.9,9.83,1
703,2025-12-10,TD125030U,12,13.26,3.48,1
704,2025-12-10,TDWFP012,6,42.57,32.61,1
705,2025-12-10,TDWFP016,11,22.8,20.75,1
706,2025-12-10,TDWFP014,2,35.79,22.5,1
707,2025-12-10,TD250060U,42,49.94,29.87,1
708,2025-12-10,TDWFP015,29,47.34,39.14,1
709,2025-12-10,TDWFP009,11,11.95,5.79,1
710,2025-12-10,TDW3670,2,18.07,15.4,1
711,2025-12-10,TDWFP001,58,43.92,11.16,1
712,2025-12-10,TDWFP022,11,43.51,7.48,1
713,2025-12-10,TD440060U,15,31.56,29.85,1
714,2025-12-10,TDWFP008,31,45.39,12.37,1
715,2025-12-10,TDW2075,18,18.98,4.13,1
716,2025-12-10,TDW4680,15,33.04,1.56,1
717,2025-12-10,TDWFP010,74,43.28,30.23,1
718,2025-12-10,TDWFP007,24,49.93,7.79,1
719,2025-12-10,TD527030U,6,19.57,10.02,1
720,2025-12-10,TDWFP024,20,17.18,1.27,1
721,2025-12-10,TDW0910,3,49.86,13.92,1
722,2025-12-10,TDWFP021,12,38.1,8.81,1
723,2025-12-09,TDWFP014,5,35.79,22.5,1
724,2025-12-09,TD125030U,15,13.26,3.48,1
725,2025-12-09,TDWFP008,23,45.39,12.37,1
726,2025-12-09,TDWFP022,10,43.51,7.48,1
727,2025-12-09,TDW2300,2,12.9,9.83,1
728,2025-12-09,TDWFP003,202,32.46,9.59,1
729,2025-12-09,TDW2075,8,18.98,4.13,1
730,2025-12-09,TD250060U,59,49.94,29.87,1
731,2025-12-09,TDWFP011,37,25.3,14.13,1
732,2025-12-09,TD527030U,10,19.57,10.02,1
733,2025-12-09,TDWFP010,84,43.28,30.23,1
734,2025-12-09,TDWFP023,5,13.26,7.89,1
735,2025-12-09,TDWFP016,1,22.8,20.75,1
736,2025-12-09,TDWFP012,4,42.57,32.61,1
737,2025-12-09,TDWFP024,33,17.18,1.27,1
738,2025-12-09,TDWFP007,21,49.93,7.79,1
739,2025-12-09,TDW4680,17,33.04,1.56,1
740,2025-12-09,TDWFP009,4,11.95,5.79,1
741,2025-12-09,TD250120U,11,43.48,34.45,1
742,2025-12-09,TDWFP006,21,14.39,9.52,1
743,2025-12-09,TDWFP001,59,43.92,11.16,1
744,2025-12-09,TDW3670,12,18.07,15.4,1
745,2025-12-09,TDWFP019,9,10.87,2.22,1
746,2025-12-09,TDWFP020,1,48.09,28.37,1
747,2025-12-09,T172060U,6,17.61,7.17,1
748,2025-12-09,TDWFP021,14,38.1,8.81,1
749,2025-12-09,TD440060U,7,31.56,29.85,1
750,2025-12-09,TD125060U,5,49.75,43.82,1
751,2025-12-09,TDWFP004,5,46.44,37.04,1
752,2025-12-09,TDWFP002,50,33.86,23.15,1
753,2025-12-09,TD360060U,5,49.93,25.28,1
754,2025-12-09,TDWFP015,27,47.34,39.14,1
755,2025-12-09,TDW0910,16,49.86,13.92,1
756,2025-12-08,TDWFP007,21,49.93,7.79,1
757,2025-12-08,TD250120U,13,43.48,34.45,1
758,2025-12-08,TDWFP002,52,33.86,23.15,1
759,2025-12-08,TD125060U,9,49.75,43.82,1
760,2025-12-08,TD527030U,7,19.57,10.02,1
761,2025-12-08,TD250060U,48,49.94,29.87,1
762,2025-12-08,TDWFP009,7,11.95,5.79,1
763,2025-12-08,TDW2300,10,12.9,9.83,1
764,2025-12-08,TD440060U,11,31.56,29.85,1
765,2025-12-08,TDWFP001,59,43.92,11.16,1
766,2025-12-08,TDW3670,12,18.07,15.4,1
767,2025-12-08,TDW0910,13,49.86,13.92,1
768,2025-12-08,T172060U,5,17.61,7.17,1
769,2025-12-08,TDWFP019,18,10.87,2.22,1
770,2025-12-08,TDWFP008,35,45.39,12.37,1
771,2025-12-08,TDWFP003,146,32.46,9.59,1
772,2025-12-08,TDWFP020,9,48.09,28.37,1
773,2025-12-08,TD125030U,21,13.26,3.48,1
774,2025-12-08,TDWFP016,6,22.8,20.75,1
775,2025-12-08,TDWFP012,14,42.57,32.61,1
776,2025-12-08,TDWFP014,2,35.79,22.5,1
777,2025-12-08,TDW2075,19,18.98,4.13,1
778,2025-12-08,TDWFP011,16,25.3,14.13,1
779,2025-12-08,TDWFP010,61,43.28,30.23,1
780,2025-12-08,TDWFP023,4,13.26,7.89,1
781,2025-12-08,TD360060U,6,49.93,25.28,1
782,2025-12-08,TDWFP004,9,46.44,37.04,1
783,2025-12-08,TDW4680,19,33.04,1.56,1
784,2025-12-08,TDWFP021,9,38.1,8.81,1
785,2025-12-08,TDWFP024,30,17.18,1.27,1
786,2025-12-08,TDWFP006,13,14.39,9.52,1
787,2025-12-08,TDWFP015,36,47.34,39.14,1
788,2025-12-08,TDWFP022,14,43.51,7.48,1
789,2025-12-07,T172060U,7,17.61,7.17,1
790,2025-12-07,TDW0910,7,49.86,13.92,1
791,2025-12-07,TDWFP023,3,13.26,7.89,1
792,2025-12-07,TD125060U,6,49.75,43.82,1
793,2025-12-07,TD125030U,11,13.26,3.48,1
794,2025-12-07,TDWFP002,41,33.86,23.15,1
795,2025-12-07,TDWFP015,22,47.34,39.14,1
796,2025-12-07,TD440060U,8,31.56,29.85,1
797,2025-12-07,TD360060U,12,49.93,25.28,1
798,2025-12-07,TDW2075,10,18.98,4.13,1
799,2025-12-07,TDWFP022,14,43.51,7.48,1
800,2025-12-07,TDWFP019,7,10.87,2.22,1
801,2025-12-07,TDWFP001,67,43.92,11.16,1
802,2025-12-07,TDWFP014,2,35.79,22.5,1
803,2025-12-07,TDWFP024,31,17.18,1.27,1
804,2025-12-07,TDWFP021,11,38.1,8.81,1
805,2025-12-07,TDWFP010,72,43.28,30.23,1
806,2025-12-07,TDWFP003,114,32.46,9.59,1
807,2025-12-07,TDWFP006,15,14.39,9.52,1
808,2025-12-07,TDW4680,10,33.04,1.56,1
809,2025-12-07,TDWFP008,24,45.39,12.37,1
810,2025-12-07,TDWFP011,21,25.3,14.13,1
811,2025-12-07,TD527030U,8,19.57,10.02,1
812,2025-12-07,TDWFP016,4,22.8,20.75,1
813,2025-12-07,TDWFP007,18,49.93,7.79,1
814,2025-12-07,TDW2300,14,12.9,9.83,1
815,2025-12-07,TDWFP012,8,42.57,32.61,1
816,2025-12-07,TD250060U,53,49.94,29.87,1
817,2025-12-07,TDWFP009,2,11.95,5.79,1
818,2025-12-07,TDWFP004,4,46.44,37.04,1
819,2025-12-07,TDW3670,3,18.07,15.4,1
820,2025-12-07,TD250120U,21,43.48,34.45,1
821,2025-12-07,TDWFP020,9,48.09,28.37,1
822,2025-12-06,TD125030U,11,13.26,3.48,1
823,2025-12-06,TDWFP019,9,10.87,2.22,1
824,2025-12-06,TDWFP021,17,38.1,8.81,1
825,2025-12-06,TDWFP009,2,11.95,5.79,1
826,2025-12-06,TDWFP014,1,35.79,22.5,1
827,2025-12-06,T172060U,10,17.61,7.17,1
828,2025-12-06,TDWFP003,88,32.46,9.59,1
829,2025-12-06,TDW2075,11,18.98,4.13,1
830,2025-12-06,TDWFP008,31,45.39,12.37,1
831,2025-12-06,TDW3670,8,18.07,15.4,1
832,2025-12-06,TDWFP011,19,25.3,14.13,1
833,2025-12-06,TDWFP016,5,22.8,20.75,1
834,2025-12-06,TD125060U,4,49.75,43.82,1
835,2025-12-06,TDW0910,5,49.86,13.92,1
836,2025-12-06,TDWFP001,71,43.92,11.16,1
837,2025-12-06,TDWFP015,11,47.34,39.14,1
838,2025-12-06,TD440060U,12,31.56,29.85,1
839,2025-12-06,TDWFP020,5,48.09,28.37,1
840,2025-12-06,TDWFP022,6,43.51,7.48,1
841,2025-12-06,TDWFP010,68,43.28,30.23,1
842,2025-12-06,TDWFP012,10,42.57,32.61,1
843,2025-12-06,TDWFP006,16,14.39,9.52,1
844,2025-12-06,TDWFP002,25,33.86,23.15,1
845,2025-12-06,TD360060U,4,49.93,25.28,1
846,2025-12-06,TD527030U,7,19.57,10.02,1
847,2025-12-06,TDWFP004,5,46.44,37.04,1
848,2025-12-06,TDW4680,6,33.04,1.56,1
849,2025-12-06,TDWFP023,4,13.26,7.89,1
850,2025-12-06,TD250060U,61,49.94,29.87,1
851,2025-12-06,TDW2300,5,12.9,9.83,1
852,2025-12-06,TDWFP024,23,17.18,1.27,1
853,2025-12-06,TDWFP007,15,49.93,7.79,1
854,2025-12-06,TD250120U,19,43.48,34.45,1
855,2025-12-05,TDW0910,6,49.86,13.92,1
856,2025-12-05,TD125060U,6,49.75,43.82,1
857,2025-12-05,TD250060U,36,49.94,29.87,1
858,2025-12-05,TDWFP004,3,46.44,37.04,1
859,2025-12-05,TD250120U,8,43.48,34.45,1
860,2025-12-05,TD125030U,15,13.26,3.48,1
861,2025-12-05,TDW3670,9,18.07,15.4,1
862,2025-12-05,TD440060U,9,31.56,29.85,1
863,2025-12-05,TDWFP003,108,32.46,9.59,1
864,2025-12-05,TDWFP002,40,33.86,23.15,1
865,2025-12-05,T172060U,3,17.61,7.17,1
866,2025-12-05,TDWFP009,9,11.95,5.79,1
867,2025-12-05,TDWFP007,7,49.93,7.79,1
868,2025-12-05,TDWFP019,4,10.87,2.22,1
869,2025-12-05,TDWFP020,5,48.09,28.37,1
870,2025-12-05,TDWFP022,7,43.51,7.48,1
871,2025-12-05,TDW2300,8,12.9,9.83,1
872,2025-12-05,TDWFP015,25,47.34,39.14,1
873,2025-12-05,TDWFP021,10,38.1,8.81,1
874,2025-12-05,TDWFP024,37,17.18,1.27,1
875,2025-12-05,TD527030U,6,19.57,10.02,1
876,2025-12-05,TDWFP006,6,14.39,9.52,1
877,2025-12-05,TDWFP010,77,43.28,30.23,1
878,2025-12-05,TDW4680,8,33.04,1.56,1
879,2025-12-05,TDW2075,8,18.98,4.13,1
880,2025-12-05,TDWFP014,2,35.79,22.5,1
881,2025-12-05,TDWFP023,2,13.26,7.89,1
882,2025-12-05,TDWFP008,19,45.39,12.37,1
883,2025-12-05,TDWFP016,4,22.8,20.75,1
884,2025-12-05,TD360060U,2,49.93,25.28,1
885,2025-12-05,TDWFP011,7,25.3,14.13,1
886,2025-12-05,TDWFP012,8,42.57,32.61,1
887,2025-12-05,TDWFP001,60,43.92,11.16,1
888,2025-12-04,TDWFP016,9,22.8,20.75,1
889,2025-12-04,TDWFP003,104,32.46,9.59,1
890,2025-12-04,TD527030U,1,19.57,10.02,1
891,2025-12-04,TD125030U,10,13.26,3.48,1
892,2025-12-04,TD125060U,3,49.75,43.82,1
893,2025-12-04,TDWFP012,7,42.57,32.61,1
894,2025-12-04,TDWFP020,8,48.09,28.37,1
895,2025-12-04,TDWFP004,3,46.44,37.04,1
896,2025-12-04,TDWFP014,2,35.79,22.5,1
897,2025-12-04,TDWFP001,34,43.92,11.16,1
898,2025-12-04,T172060U,5,17.61,7.17,1
899,2025-12-04,TDWFP015,8,47.34,39.14,1
900,2025-12-04,TDWFP007,10,49.93,7.79,1
901,2025-12-04,TDWFP002,43,33.86,23.15,1
902,2025-12-04,TD250060U,36,49.94,29.87,1
903,2025-12-04,TD250120U,10,43.48,34.45,1
904,2025-12-04,TDWFP024,23,17.18,1.27,1
905,2025-12-04,TDW2300,1,12.9,9.83,1
906,2025-12-04,TDW4680,4,33.04,1.56,1
907,2025-12-04,TD360060U,2,49.93,25.28,1
908,2025-12-04,TDWFP006,8,14.39,9.52,1
909,2025-12-04,TDWFP022,4,43.51,7.48,1
910,2025-12-04,TDWFP021,6,38.1,8.81,1
911,2025-12-04,TDW2075,11,18.98,4.13,1
912,2025-12-04,TDWFP010,51,43.28,30.23,1
913,2025-12-04,TDWFP023,4,13.26,7.89,1
914,2025-12-04,TDWFP008,16,45.39,12.37,1
915,2025-12-04,TDWFP009,6,11.95,5.79,1
916,2025-12-04,TDWFP011,27,25.3,14.13,1
917,2025-12-04,TDWFP019,4,10.87,2.22,1
918,2025-12-04,TDW3670,15,18.07,15.4,1
919,2025-12-04,TD440060U,6,31.56,29.85,1
920,2025-12-04,TDW0910,8,49.86,13.92,1
921,2025-12-03,TD440060U,14,31.56,29.85,1
922,2025-12-03,TDWFP007,18,49.93,7.79,1
923,2025-12-03,TDW3670,5,18.07,15.4,1
924,2025-12-03,TDWFP024,28,17.18,1.27,1
925,2025-12-03,TDWFP016,3,22.8,20.75,1
926,2025-12-03,TDW2300,9,12.9,9.83,1
927,2025-12-03,TDWFP015,13,47.34,39.14,1
928,2025-12-03,TDWFP001,47,43.92,11.16,1
929,2025-12-03,TDWFP014,1,35.79,22.5,1
930,2025-12-03,TDWFP011,11,25.3,14.13,1
931,2025-12-03,TD527030U,9,19.57,10.02,1
932,2025-12-03,T172060U,8,17.61,7.17,1
933,2025-12-03,TDW4680,18,33.04,1.56,1
934,2025-12-03,TD250060U,51,49.94,29.87,1
935,2025-12-03,TD125060U,3,49.75,43.82,1
936,2025-12-03,TD360060U,7,49.93,25.28,1
937,2025-12-03,TD125030U,14,13.26,3.48,1
938,2025-12-03,TDWFP012,8,42.57,32.61,1
939,2025-12-03,TDWFP004,1,46.44,37.04,1
940,2025-12-03,TDWFP008,21,45.39,12.37,1
941,2025-12-03,TDWFP021,5,38.1,8.81,1
942,2025-12-03,TDWFP020,1,48.09,28.37,1
943,2025-12-03,TDWFP019,10,10.87,2.22,1
944,2025-12-03,TDWFP006,13,14.39,9.52,1
945,2025-12-03,TDWFP003,66,32.46,9.59,1
946,2025-12-03,TDWFP010,56,43.28,30.23,1
947,2025-12-03,TDWFP022,10,43.51,7.48,1
948,2025-12-03,TDWFP002,49,33.86,23.15,1
949,2025-12-03,TDW2075,19,18.98,4.13,1
950,2025-12-03,TD250120U,8,43.48,34.45,1
951,2025-12-03,TDWFP009,8,11.95,5.79,1
952,2025-12-03,TDW0910,12,49.86,13.92,1
953,2025-12-03,TDWFP023,2,13.26,7.89,1
954,2025-12-02,TDWFP019,15,10.87,2.22,1
955,2025-12-02,TDWFP001,85,43.92,11.16,1
956,2025-12-02,TDWFP020,11,48.09,28.37,1
957,2025-12-02,TD360060U,10,49.93,25.28,1
958,2025-12-02,TDW4680,21,33.04,1.56,1
959,2025-12-02,TDWFP014,7,35.79,22.5,1
960,2025-12-02,TD527030U,3,19.57,10.02,1
961,2025-12-02,TDWFP021,21,38.1,8.81,1
962,2025-12-02,TDWFP008,32,45.39,12.37,1
963,2025-12-02,TD440060U,22,31.56,29.85,1
964,2025-12-02,TDW2300,6,12.9,9.83,1
965,2025-12-02,TD250120U,21,43.48,34.45,1
966,2025-12-02,TDWFP011,26,25.3,14.13,1
967,2025-12-02,TDWFP012,7,42.57,32.61,1
968,2025-12-02,TDWFP002,79,33.86,23.15,1
969,2025-12-02,TDW0910,24,49.86,13.92,1
970,2025-12-02,TDWFP004,10,46.44,37.04,1
971,2025-12-02,TDW3670,20,18.07,15.4,1
972,2025-12-02,T172060U,8,17.61,7.17,1
973,2025-12-02,TDWFP007,29,49.93,7.79,1
974,2025-12-02,TDW2075,19,18.98,4.13,1
975,2025-12-02,TDWFP016,14,22.8,20.75,1
976,2025-12-02,TDWFP006,12,14.39,9.52,1
977,2025-12-02,TDWFP009,4,11.95,5.79,1
978,2025-12-02,TDWFP023,1,13.26,7.89,1
979,2025-12-02,TD125060U,8,49.75,43.82,1
980,2025-12-02,TD125030U,16,13.26,3.48,1
981,2025-12-02,TD250060U,54,49.94,29.87,1
982,2025-12-02,TDWFP015,40,47.34,39.14,1
983,2025-12-02,TDWFP010,168,43.28,30.23,1
984,2025-12-02,TDWFP024,21,17.18,1.27,1
985,2025-12-02,TDWFP022,12,43.51,7.48,1
986,2025-12-02,TDWFP003,105,32.46,9.59,1
987,2025-12-01,TDWFP010,404,43.28,30.23,1
988,2025-12-01,TD250060U,182,49.94,29.87,1
989,2025-12-01,TDWFP002,359,33.86,23.15,1
990,2025-12-01,TDWFP024,193,17.18,1.27,1
991,2025-12-01,TDWFP008,146,45.39,12.37,1
992,2025-12-01,TDWFP019,76,10.87,2.22,1
993,2025-12-01,TDWFP023,22,13.26,7.89,1
994,2025-12-01,TDW2300,14,12.9,9.83,1
995,2025-12-01,TDWFP007,79,49.93,7.79,1
996,2025-12-01,TDWFP021,109,38.1,8.81,1
997,2025-12-01,TDWFP022,69,43.51,7.48,1
998,2025-12-01,TDWFP014,29,35.79,22.5,1
999,2025-12-01,TDW4680,166,33.04,1.56,1
1000,2025-12-01,TDWFP020,46,48.09,28.37,1
1001,2025-12-01,TDW2075,68,18.98,4.13,1
1002,2025-12-01,TDWFP006,87,14.39,9.52,1
1003,2025-12-01,TDWFP011,139,25.3,14.13,1
1004,2025-12-01,TDW3670,64,18.07,15.4,1
1005,2025-12-01,TD440060U,71,31.56,29.85,1
1006,2025-12-01,TD250120U,115,43.48,34.45,1
1007,2025-12-01,TD125060U,38,49.75,43.82,1
1008,2025-12-01,TDWFP016,65,22.8,20.75,1
1009,2025-12-01,TDWFP012,42,42.57,32.61,1
1010,2025-12-01,T172060U,43,17.61,7.17,1
1011,2025-12-01,TDWFP001,422,43.92,11.16,1
